id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1037964,https://4lapy.ru//catalog/koshki/korm-koshki/myasnye-hlopya-dlya-koshek-iz-myasa-govyadiny.html?offer=106994,мясные хлопья для кошек из мяса говядины,193,not_pomo_price,Monge
1043173,https://4lapy.ru//catalog/koshki/korm-koshki/vet-life-natural-diet-cat-neutered-male-400-gr.html?offer=119995,"Vet Life Neutered Male диетический сухой корм для стерилизованных котов, с курицей, 400г",635,not_pomo_price,Farmina
1048572,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-1-4kg-d-kosh-nat-steril-kur.html?offer=131685,"Nature Elements сухой корм для взрослых кошек для стерилизованных с курицей, 1,4 кг",1935,1548,Pro Plan ®
1053738,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu1.html?offer=146232,"Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг",1529,not_pomo_price,AlphaPet
1054146,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-kotyat-kurica-i-morkov.html?offer=147232,"Kitten влажный корм для котят с курицей и морковью, в соусе, 75 г",45,38.25,Purina One
1051424,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-sterilizovannykh-koshek-perepelka-v-zhele.html?offer=139574,"Premium пауч для взрослых стерилизованных кошек перепелка в желе, 85 гр",69,55.2,Brit
1054672,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-s-kuritsey.html?offer=148643,Консервы для кошек с курицей,132,112.2,Четвероногий Гурман
1041089,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-domashnih-koshek-nezhnye-kusochki-s-lososem-i-forelyu-vsouse.html?offer=113838,"Влажный корм для домашних кошек нежные кусочки с лососем и форелью в соусе, 85гр",29,not_pomo_price,UnoCat
1037153,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-hills-science-plan-dlya-kotyat-dlya-zdorovogo-rosta-i-razvitiya-s-kuricey-3-kg.html?offer=104627,"Сухой корм Hills Science Plan для котят для здорового роста и развития, с курицей, 3 кг",3535,2474.5,Hill's
1054148,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-sterilizovannykh-koshek-kuritsa-i-zelenaya-fasol.html?offer=147236,"Sterilised влажный корм для взрослых кошек для стерилизованных с курицей и зеленой фасолью, в соусе, 75 г",45,38.25,Purina One
1005918,https://4lapy.ru//catalog/koshki/korm-koshki/Brit_Care_konservirovannyy_korm_dlya_koshek_s_tuntsom_i_lososem_80_g_1005918.html?offer=41432,"Fish Dreams Консервы для кошек, с тунцом и лососем, 80 гр.",173,not_pomo_price,Brit
1016773,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_British_Shorthair_Kitten_korm_dlya_kotyat_porody_Britanskaya_korotkosherstnaya.html?offer=48201,"British Shorthair Kitten корм для британских короткошерстных котят в возрасте до 12 месяцев, 400 г",615,522.75,Royal Canin
1054753,https://4lapy.ru//catalog/koshki/korm-koshki/yummy-myasnoy-delikates-konservy-dlya-koshek-cyplenok-krevetka-100g.html?offer=148863,"Мясной Деликатес консервы для кошек с цыпленком и креветками, 100 г",139,not_pomo_price,Yummy
1030239,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-400g-dlya-sterilizovannyh-koshek-chuvstvitelnoe-pishchevarenie-s.html?offer=86133,"Sterilised сухой корм для взрослых кошек для поддержания органов чувств у стерилизованных с лососем, 400 г",575,not_pomo_price,Pro Plan ®
1033922,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-1-5kg-dlya-koshek-dlya-chuvstvitelnogo-pishchevareniya-7-sindeykoy.html?offer=93834,"Delicate сухой корм для пожилых кошек при чувствительном пищеварении с индейкой, 1,5 кг",1755,1491.75,Pro Plan ®
1030636,https://4lapy.ru//catalog/koshki/korm-koshki/science-plan-sterilised-cat-urinary-health-korm-dlya-sterilizovannyhkoshek-s-kuricey.html?offer=86952,"Science Plan Urinary Sterilised сухой корм для взрослых кошек, стерилизованных и склонных к МКБ, 1,5кг",2385,not_pomo_price,Hill's
1005915,https://4lapy.ru//catalog/koshki/korm-koshki/Brit_Care_konservirovannyy_korm_dlya_kotyat_s_tsyplenkom_80_g_1005915.html?offer=41426,"Care Cat консервы для котят, с курицей, 80 г",173,not_pomo_price,Brit
1045495,https://4lapy.ru//catalog/koshki/korm-koshki/nizkokaloriynyy-korm-dlya-koshek-s-indeykoy.html?offer=125975,Низкокалорийный корм для кошек с индейкой,1777,not_pomo_price,Monge
1007068,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_pauch_dlya_koshek_indeyka_85_g_1007068.html?offer=41696,"Science Plan Optimal Care влажный корм для кошек, с индейкой, 85г",105,not_pomo_price,Hill's
1005893,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Planight_suhoy_korm_dlya_koshek_nizkokaloriynyy_indeykaris.html?offer=50341,"Light сухой корм для взрослых кошек при избыточном весе с индейкой, 1,5 кг",1755,1491.75,Pro Plan ®
1035902,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-d-koshek-fish-dreams-chicken-fillet-shrimps.html?offer=102928,"Влажный корм для кошек Fish Dreams Chicken fillet & Shrimps, куриное филе и креветки, 80г",173,not_pomo_price,Brit
1053759,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-s-indeykoy.html?offer=146270,"Корм сухой для котят, с индейкой, 1,5 кг",1029,not_pomo_price,Sirius
1030282,https://4lapy.ru//catalog/koshki/korm-koshki/cyplenok-s-ovoshchami-v-zhele-vlazhnyy-korm-dlya-koshek.html?offer=86418,Консервы для кошек Цыпленок с овощами в желе 80 г,237,not_pomo_price,Prime Ever
1051177,https://4lapy.ru//catalog/koshki/korm-koshki/inaba-kinnodashi-pauch-60g-d-koshek-kurinoe-file-so-vkusom-morskogo-grebeshka-v-zhele.html?offer=138827,"Пауч для кошек Куриное филе со вкусом морского гребешка в желе, 60 г",149,119.2,INABA CIAO
1054673,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-s-telyatinoy.html?offer=148645,Консервы для кошек с телятиной,132,112.2,Четвероногий Гурман
1054754,https://4lapy.ru//catalog/koshki/korm-koshki/yummy-myasnoy-delikates-konservy-dlya-koshek-tunec-cyplenok-100g.html?offer=148865,"Мясной Деликатес консервы для кошек с цыпленком и тунцом, 100 г",139,not_pomo_price,Yummy
1018448,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_korm_suhoy_dlya_vzroslyh_koshek_sososem.html?offer=49573,"Adult Сухой корм для взрослых кошек, с лососем, 1,5 кг",1199,not_pomo_price,Wellkiss
1053761,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-risom.html?offer=146273,"Корм сухой для взрослых кошек с лососем и рисом, 1,5 к",989,not_pomo_price,Sirius
1053734,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-koshek-s-utkoy.html?offer=146226,"WOW Сухой корм для взрослых кошек с уткой, 1,5 кг",835,not_pomo_price,AlphaPet
1053764,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-klyukvoy.html?offer=146277,"Корм сухой для стерилизованных кошек, с уткой и клюквой, 400 гр.",289,not_pomo_price,Sirius
1057270,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-vzroslykh-koshek-s-yagnenkom-v-souse-70g.html?offer=157242,"Корм влажный для взрослых кошек, с ягненком в соусе, 70 гр.",93,79.05,Crave
1053740,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-s-cyplenkom.html?offer=146235,"Сухой корм для котят с цыпленком, 1,5 кг",1605,not_pomo_price,AlphaPet
1054141,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-domashnih-koshek-indeyka-i-zlaki.html?offer=147243,"Housecat сухой корм для взрослых кошек при домашнем образе жизни с индейкой и цельными злаками, 3 кг",1685,1432.25,Purina One
1045493,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-treskoy.html?offer=125971,"Sterilised корм для стерилизованных кошек с треской, 1.5кг",1819,not_pomo_price,Monge
1002340,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_file_tsyplenka_100_g_1002340.html?offer=45666,"Влажный корм для кошек, с филе цыпленка, 100 г",309,not_pomo_price,Schesir
1027297,https://4lapy.ru//catalog/koshki/korm-koshki/hills-senior-hairball-control-dlya-pozhilyh-koshek-vyvod-shersti-iz-zheludka.html?offer=79925,"Science Plan Hairball Control сухой корм для кошек старше 7 лет для выведения шерсти, с курицей, 1,5кг",2655,not_pomo_price,Hill's
1051255,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-indeyka-i-telyatina.html?offer=138983,"Delice Влажный корм (консервы) для кошек, индейка и телятина, 200 гр.",149,not_pomo_price,Wellkiss
1037157,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-utkoy-300-g.html?offer=104633,"Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с уткой, 300 г",467,326.9,Hill's
1030280,https://4lapy.ru//catalog/koshki/korm-koshki/delicacy-muss-cyplenok-s-tuncom-s-zelenym-chaem-i-vodoroslyami-vlazhnyy-kor.html?offer=86414,"Delicacy консервы для кошек Мусс с цыпленком, тунцом, зеленым чаеми водорослями 80 г",237,not_pomo_price,Prime Ever
1030281,https://4lapy.ru//catalog/koshki/korm-koshki/cyplenok-s-krevetkami-v-zhele-vlazhnyy-korm-dlya-koshek.html?offer=86416,Консервы для кошек Цыпленок с креветками в желе 80 г,237,not_pomo_price,Prime Ever
1040778,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-koshek-gastrointestinal-heirbol-kontrol.html?offer=113375,"Корм сухой кошек Гастроинтестинал Хэирбол Контрол, 400 г",875,not_pomo_price,Royal Canin
1016931,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_HouseCat_konservirovannyy_korm_dlya_koshek_s_Indeykoy_pak__85g_1016931.html?offer=41606,"Housecat влажный корм для взрослых кошек при домашнем образе жизни с индейкой, в желе, 85 г",87,not_pomo_price,Pro Plan ®
1006191,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Adult_suhoy_korm_dlya_koshekososris.html?offer=60677,"Original Adult Optisenses сухой корм для взрослых кошек с высоким содержанием лосося, 10 кг",9329,8396.1,Pro Plan ®
1030278,https://4lapy.ru//catalog/koshki/korm-koshki/delicacy-muss-tunec-s-krevetkami-vlazhnyy-korm-dlya-koshek.html?offer=86410,Delicacy консервы для кошек Мусс тунец с креветками 80 г,237,not_pomo_price,Prime Ever
1042264,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-pro-plan-liveslear-dlya-kotyat-do-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117439,"LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 1,4 кг",2295,not_pomo_price,Pro Plan ®
1019948,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_suhoy_Royal_Kanin_dlya_koshek_Sibirskaya_koshka.html?offer=31132,"Siberian Adult корм для взрослых сибирских кошек старше 12 месяцев, 2 кг",2859,not_pomo_price,Royal Canin
1041077,https://4lapy.ru//catalog/koshki/korm-koshki/ciao-kons-80g-d-koshek-melkaya-molodaya-seld-s-parnym-file-kuricy-i-yaponskim-tuncom-bonito.html?offer=113748,консервы для кошек Мелкая молодая сельдь с парным филе курицы и японскимтунцом-бонито,179,143.2,INABA CIAO
1057271,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-vzroslykh-koshek-s-kuritsey-v-souse-70g.html?offer=157244,"Корм влажный для взрослых кошек, с курицей в соусе, 70 гр.",93,79.05,Crave
1051417,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-koshek-yagnenok-v-zhele.html?offer=139560,"Premium пауч для взрослых кошек ягненок в желе, 85 гр",69,55.2,Brit
1009228,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_pauch_dlya_vzroslyh_koshek_negnye_kusochki_yagnenok_v_gele_100_g_1009228.html?offer=45612,"Adult Влажный корм (пауч) для взрослых кошек, с ягненком в желе, 100 гр.",68,not_pomo_price,Wellkiss
1052552,https://4lapy.ru//catalog/koshki/korm-koshki/pd-k-d-mob-korm-d-kosh-poch-sustavy-6h1-5kg.html?offer=143089,"Prescription Diet k-d, Mobility Kidney, Joint Care Сухой диетический корм для кошек для поддержания здоровья почек и суставов, 1,5 кг",3369,3032.1,Hill's
1037150,https://4lapy.ru//catalog/koshki/korm-koshki/hills-dlya-koshek-kurica-mesh-5kg.html?offer=104623,"Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с курицей, 3 кг",3675,2572.5,Hill's
1048235,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-s-tuncom-dlya-sterilizovannyh-koshek.html?offer=131212,"Sterilized Влажный корм (ламистер) для стерилизованных кошек, нежный паштет с тунцом, 100 гр.",89,not_pomo_price,Mealfeel
1054671,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-s-indeykoy.html?offer=148641,Консервы для кошек с индейкой,132,not_pomo_price,Четвероногий Гурман
1029490,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-royal-kanin-sterilayzd-pak-400-g.html?offer=84509,"Kitten Sterilised корм сухой для котят от 6-12 месяцев, 2 кг",2375,not_pomo_price,Royal Canin
1002339,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunetsfile_tsyplenka_100_g_1002339.html?offer=45674,"Влажный корм для кошек, с тунцом и филе цыпленка, 100 г",309,not_pomo_price,Schesir
1002335,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tsyplenokris_v_sobstvennom_soku_85_g_1002335.html?offer=41732,"Консервы для кошек, с филе цыпленка и рисом, 85 г",295,not_pomo_price,Schesir
1051420,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-koshek-treska-v-zhele.html?offer=139566,"Premium пауч для взрослых кошек треска в желе, 85 гр",69,55.2,Brit
1052555,https://4lapy.ru//catalog/koshki/korm-koshki/sp-korm-d-vzr-kosh-b-z-kur-kart-6-1-5kg.html?offer=143095,"Science Plan беззерновой cухой корм для кошек с курицей и картошкой, 1,5 кг",2417,1812.75,Hill's
1049924,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-priveredlivyh-koshek-s-yagnenkom.html?offer=135830,"Корм сухой для взрослых привередливых кошек с ягненком, 1 кг",689,not_pomo_price,UnoCat
1005390,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Indoor_Mature_27_korm_dlya_domashnih_koshek_starshe_7let.html?offer=41945,"Indoor 7+ корм для пожилых домашних кошек старше 7 лет, 1,5 кг",1905,not_pomo_price,Royal Canin
1049980,https://4lapy.ru//catalog/koshki/korm-koshki/sp-korm-d-kosh-ideal-pishchevarenie-1-5kg.html?offer=135932,"Сухой корм Science Plan Perfect Digestion для кошек для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг",2655,not_pomo_price,Hill's
1058022,https://4lapy.ru//catalog/koshki/korm-koshki/multipak-korm-vlazhnyy-dlya-sterilizovannykh-koshek-miks-sous-40kh85g.html?offer=157355,"Корм влажный (мультипак) для стерилизованных кошек в соусе: говядина, утка, курица, океаническая рыба, 40х85 гр.",3139,not_pomo_price,Pro Plan ®
1030283,https://4lapy.ru//catalog/koshki/korm-koshki/tunec-s-cyplenkom-s-zhele-vlazhnyy-korm-dlya-koshek.html?offer=86420,Консервы для кошек Тунец с цыпленком с желе 80 г,237,not_pomo_price,Prime Ever
1039527,https://4lapy.ru//catalog/koshki/korm-koshki/bezzernovoy-korm-iz-treski-kartofelya-i-chechevicy-dlya-vzroslyh-koshek.html?offer=111424,"беззерновой корм из трески, картофеля и чечевицы для взрослых кошек",2105,not_pomo_price,Monge
1037606,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-skin-end-koat.html?offer=105703,"Skin & Coat сухой корм для стерилизованных кошек с чувствительной кожей и шерстью, 1,5 кг",2425,not_pomo_price,Royal Canin
1027321,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-royal-kanin-oral-kea-gigiena-polosti-rta-i-profilakt.html?offer=79962,"Oral Care корм для кошек для профилактики образования зубного налета и зубного камня, 1,5 кг",2347,not_pomo_price,Royal Canin
1041086,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-starshe-7-let-nezhnye-kusochki-s-govyadinoy-v-souse.html?offer=113832,"Влажный корм для кошек старше 7 лет нежные кусочки с говядиной в соусе, 85гр",29,not_pomo_price,UnoCat
1003140,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_dlya_koshek_Hills_Oral_Care_Uhod_za_polost_rta.html?offer=45466,"Science Plan Oral Care сухой корм для взрослых кошек для гигиены полости рта, с курицей, 1,5кг",2655,not_pomo_price,Hill's
1054755,https://4lapy.ru//catalog/koshki/korm-koshki/yummy-myasnoy-delikates-konservy-dlya-koshek-cyplenok-skumbriya-100g.html?offer=148867,"Мясной Деликатес консервы для кошек с цыпленком и скумбрией, 100 г",139,not_pomo_price,Yummy
1054982,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-koshek-cyplenok-s-morkovyu-100g.html?offer=149639,"Влажный корм (консервы) для кошек, цыпленок с морковью, 100 гр.",115,not_pomo_price,Wellkiss
1002341,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tsyplenokokun_100_g_1002341.html?offer=45681,"Влажный корм для кошек, с цыпленком и окунем, 100 г",309,not_pomo_price,Schesir
1051178,https://4lapy.ru//catalog/koshki/korm-koshki/inaba-kinnodashi-pauch-60g-d-koshek-kurinoe-file-s-katsuobusi-v-zhele.html?offer=138829,"Пауч для кошек Куриное филе с кацуобуси в желе, 60 г",149,119.2,INABA CIAO
1000129,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_Standard_suhoy_korm_dlya_koshek_krolik.html?offer=82180,"Science Plan Active Longevity сухой корм для кошек старше 7 лет, с курицей, 300г",515,not_pomo_price,Hill's
1016842,https://4lapy.ru//catalog/koshki/korm-koshki/Eukanuba_Adult_suhoy_korm_dlya_vzroslyh_koshek_kuritsapechen.html?offer=47007,"Adult Top Condition корм для кошек старше 1 года, с курицей, 400 г",395,not_pomo_price,Eukanuba
1058023,https://4lapy.ru//catalog/koshki/korm-koshki/multipak-korm-vlazhnyy-dlya-koshek-s-indeykoy-v-zhele-40kh85g.html?offer=157357,"Корм влажный (мультипак) для кошек: с индейкой в желе, ягненком в желе и уткой в соусе, 40х85 гр.",3139,not_pomo_price,Pro Plan ®
1039996,https://4lapy.ru//catalog/koshki/korm-koshki/pro-plan-sterilised-kitten-salmon-8x400g.html?offer=112318,"Sterilised сухой корм для котят для стерилизованных с лососем, 1,5 кг",1765,not_pomo_price,Pro Plan ®
1054139,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-kurica-i-zlaki.html?offer=147240,"Sterilised сухой корм для взрослых кошек для стерилизованных с курицей и цельными злаками, 1,5 кг",949,806.65,Purina One
1009210,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_vzroslyh_koshek_yagnenok_v_souse_s_kusochkami_kurinogo_file_100_g_1009210.html?offer=41558,"Functional Nutrition Adult Влажный корм (пауч) для кошек старше 1 года, с кусочками ягненка в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1049921,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-starshe-7-let-s-cyplenkom.html?offer=135827,"Корм сухой для кошек старше 7 лет с цыпленком, 1 кг",689,not_pomo_price,UnoCat
1030276,https://4lapy.ru//catalog/koshki/korm-koshki/delicacy-muss-cyplenok-s-tuncom-i-krevetkami-vlazhnyy-korm-dlya-koshek.html?offer=86406,Delicacy консервы для кошек Мусс цыпленок с тунцом и креветками 80 г,237,not_pomo_price,Prime Ever
1020025,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Indoorong_Hair_korm_suhoy_dlya_domashnih_dlinnosherstnyh_koshek.html?offer=31133,"Indoor Long Hair корм для длинношерстных кошек от 1 до 7 лет, 2 кг",2517,not_pomo_price,Royal Canin
1002325,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_losos_v_sobstvennom_soku_85_g_1002325.html?offer=41716,"Консервы для кошек, с лососем в собственном соку, 85 г",345,not_pomo_price,Schesir
1005920,https://4lapy.ru//catalog/koshki/korm-koshki/Brit_Care_konservirovannyy_korm_dlya_koshek_s_tuntsom_morkovyu_i_goroshkom_80_g_1005920.html?offer=41434,"Fish Dreams Консервы для кошек, с тунцом, морковью и горошком, 80 гр.",173,not_pomo_price,Brit
1051247,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnoe-file-cyplenka-so-sparzhey.html?offer=138970,"Delice Влажный корм (консервы) для кошек, нежное филе цыпленка со спаржей, 100 гр.",115,not_pomo_price,Wellkiss
1056726,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-laytness-s-utkoy-300-g.html?offer=155315,"Adult Sterilized Lightness Сухой корм для стерилизованных кошек, с уткой, 300 гр.",369,not_pomo_price,UNICA
1027314,https://4lapy.ru//catalog/koshki/korm-koshki/hills-dieta-dlya-koshek-k-d-lechenie-zabolevaniy-pochek-profilaktika-mkb-ok.html?offer=79946,"Prescription Diet k-d Kidney Care Сухой диетический корм для кошек, с тунцом, 1,5 кг",3069,2762.1,Hill's
1054143,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-kurica-i-zlaki.html?offer=147247,"Kitten сухой корм для котят с курицей и цельными злаками, 750 г",537,456.45,Purina One
1051251,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-govyadina-s-lnyanym-maslom.html?offer=138978,"Delice Влажный корм (консервы) для кошек, говядина с льняным маслом, 100 гр.",115,not_pomo_price,Wellkiss
1054670,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-s-govyadinoy.html?offer=148639,Консервы для кошек с говядиной,132,112.2,Четвероногий Гурман
1056728,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-krupnyh-porod-s-kuricey-1-5-kg.html?offer=155319,"Adult Large Breed Brillant-Hairball Сухой корм для кошек крупных пород, с курицей, 1,5 кг",1185,not_pomo_price,UNICA
1054140,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-losos-i-pshenica.html?offer=147242,"Sterilised сухой корм для взрослых кошек для стерилизованных с лососем и пшеницей, 1,5 кг",949,806.65,Purina One
1026717,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-royal-kanin-dlya-koshek-protein-ekzidzhent-pak-400-g.html?offer=76949,"Protein Exigent корм для кошек, привередливых к составу продукта, 2 кг",2517,not_pomo_price,Royal Canin
1002334,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_file_tsyplenka_v_sobstvennom_soku_85_g_1002334.html?offer=41730,"Консервы для кошек, с филе цыпленка в собственном соку, 85 г",295,not_pomo_price,Schesir
1029498,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-royal-kanin-indor-apetayt-kontrol-pak-400-g.html?offer=84516,"Indoor Appetite Control корм сухой для кошек для домашних кошек, склонных к набору веса, 2 кг",2517,not_pomo_price,Royal Canin
1054147,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-s-chuvstvitelnym-pishchevareniem-kuritsa-i-morkov.html?offer=147234,"Sensitive влажный корм для взрослых кошек при чувствительном пищеварении с курицей и морковью, в соусе, 75 г",45,38.25,Purina One
1043174,https://4lapy.ru//catalog/koshki/korm-koshki/vet-life-natural-diet-cat-neutered-female-400-gr.html?offer=119997,"Vet Life Neutered Female диетический сухой корм для стерилизованных кошек, с курицей, 400г",635,not_pomo_price,Farmina
1002562,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Siamese_Adult_38_suhoy_korm_dlya_koshek.html?offer=41923,"Siamese Adult корм для cиамских кошек старше 12 месяцев, 2 кг",2859,not_pomo_price,Royal Canin
1058020,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-ur-lechenie-mochepolovoy-sistemy-mesh-5kg.html?offer=157381,"UR Urinary Корм сухой для лечения мочеполовой системы для кошек, 5 кг",8065,not_pomo_price,Purina
1052546,https://4lapy.ru//catalog/koshki/korm-koshki/pd-k-d-korm-d-kosh-d-pochek-4h3kg.html?offer=143077,"Prescription Diet k-d Kidney Care Сухой диетический корм для кошек при профилактике заболеваний почек с курицей, 3 кг",5679,5111.1,Hill's
1035178,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-sfinks.html?offer=97750,"Sphynx kitten корм сухой для котят породы сфинкс младше 12 месяцев, 2 кг",2815,not_pomo_price,Royal Canin
1002778,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Persian_korm_suhoy_dlya_persidskih_koshek.html?offer=41930,"Persian Adult корм для персидских кошек старше 12 месяцев, 2 кг",2859,not_pomo_price,Royal Canin
1037147,https://4lapy.ru//catalog/koshki/korm-koshki/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-yagnenkom-3-kg.html?offer=104617,"Сухой корм Hills Science Plan для взрослых кошек для поддержания жизненной энергии и иммунитета, с ягненком, 3 кг",3675,2572.5,Hill's
1042212,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-layt-veyt-kea.html?offer=117269,"Light Weight Care корм сухой для кошек, склонных к набору лишнего веса, 1,5 кг",2347,not_pomo_price,Royal Canin
1058017,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-koshek-s-indeykoy-i-celnymi-zlakami-mesh-9-75kg.html?offer=157363,"Корм сухой для взрослых кошек, с индейкой и цельными злаками, 9,75 кг",5259,4733.1,Purina One
1002320,https://4lapy.ru//catalog/koshki/korm-koshki/Schesir_konservirovannyy_korm_dlya_koshek_tunetspapayya_1002320.html?offer=41706,"Консервы для кошек, с тунцом и папайей, 75 г",309,not_pomo_price,Schesir
1054983,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-koshek-cyplenok-s-govyadinoy-100g.html?offer=149641,"Влажный корм (консервы) для кошек, цыпленок с говядиной, 100 гр.",115,not_pomo_price,Wellkiss
1039528,https://4lapy.ru//catalog/koshki/korm-koshki/bezzernovoy-korm-iz-tunca-i-goroha-dlya-sterilizovannyh-koshek.html?offer=111426,"BWild GRAIN FREE корм беззерновой из тунца и гороха для стерилизованныхкошек, 1.5кг",2105,not_pomo_price,Monge
