id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1019937,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_dlya_sterilizovannyh_koshek_tunets.html?offer=47819,"Science Plan Sterilised Cat сухой корм для кошек и котят, с тунцом, 1,5кг",1699,not_pomo_price,Hill's
1054520,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-chuvstvitelnoe-pishchevarenie-s-indeykoy.html?offer=148181,"Kitten Delicate Корм сухой для котят с чувствительным пищеварением, с индейкой, 1,5 кг",929,not_pomo_price,Wellkiss
1049426,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-yagnenok.html?offer=134296,"Корм консервированный полнорационный для кошек всех пород старше 1 года с ягненком, 70 г",93,79.05,Crave
1006498,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_konservirovannyy_korm_dlya_koshek_negnye_kusochki_kuritsa_pak__100_g_1006498.html?offer=48989,"Adult Влажный корм для взрослых кошек, с курицей в соусе, 100 гр.",68,57.8,Wellkiss
1053914,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-indor-s-yagnenkom-risom-i-gorohom.html?offer=146688,"Indoor сухой корм для кошек с ягненком, рисом и горохом, 1,5 кг",1589,not_pomo_price,UNICA
1054666,https://4lapy.ru//catalog/koshki/korm-koshki/grandin-pauch-85g-dlya-sterilizovannykh-koshek-kusochki-s-yagnenkom-v-souse.html?offer=148631,"Влажный корм (пауч) для стерилизованных кошек, кусочки с ягненком в соусе, 85 гр.",75,not_pomo_price,Grandin
1009209,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_vzroslyh_koshek_kuritsa_v_souse_s_tselnymi_kusochkami_file_100_g_1009209.html?offer=41556,"Functional Nutrition Adult Влажный корм (пауч) для кошек старше 1 года, с кусочками курицы в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1035787,https://4lapy.ru//catalog/koshki/korm-koshki/grandin-kusochki-s-govyadinoy-v-souse-bez-zlakov-dlya-vzroslyh-koshek.html?offer=102530,"Влажный корм для взрослых кошек, кусочки с говядиной в соусе без злаков, 85 гр.",99,not_pomo_price,Grandin
1053757,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-i-kuricey.html?offer=146266,"Корм сухой для стерилизованных кошек, с индейкой и курицей, 1,5 кг",979,not_pomo_price,Sirius
1055469,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-vzroslyh-koshek-tunec-s-kuricey-v-nezhnom-zhele-85g.html?offer=151196,"Влажный корм для взрослых кошек, тунец с курицей в нежном желе, 85 гр.",159,135.15,Grandin
1007349,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_CD_pauch_dlya_koshek_dlya_profilaktiki_MKB_s_lososem_85_g_1007349.html?offer=42534,"Prescription Diet c-d Multicare Urinary Care влажный корм для кошек для здоровья мочевыводящих путей, с лососем, 85 гр. (пауч)",133,119.7,Hill's
1054525,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-senor-steril-s-indeykoy.html?offer=148188,"Senior Sterilized Корм сухой для кошек старше 7 лет, с индейкой, 1,5 кг",929,not_pomo_price,Wellkiss
1053736,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy2.html?offer=146229,"WOW Сухой корм для стерилизованных кошек с индейкой, 1,5 кг",827,not_pomo_price,AlphaPet
1026169,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-400g-d-koshek-chuvstvitelnoe-pishchevarenie-yagnenok.html?offer=75559,"Delicate сухой корм для взрослых кошек при чувствительном пищеварении с ягненком, 1,5 кг",1755,1491.75,Pro Plan ®
1026172,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-nutri-seyvor-pauch-85g-dlya-koshek-s-utkoy.html?offer=75541,"Adult влажный корм для взрослых кошек с уткой, в соусе, 85 г",87,not_pomo_price,Pro Plan ®
1053569,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-kotyat-s-domashney-pticey.html?offer=145865,"Functional Nutrition Kitten Влажный корм (ламистер) для котят, с домашней птицей, 100 гр.",69,not_pomo_price,Mealfeel
1035881,https://4lapy.ru//catalog/koshki/korm-koshki/pauchi-dlya-vzroslyh-koshek-italyanskiy-krolik.html?offer=102788,"Cat Grill Pouch влажный корм для взрослых кошек, вкус итальянский кролик, 85г",113,not_pomo_price,Monge
1009909,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_ID_pauch_dlya_koshek_pri_zabolevaniyah_GKT_s_lososem_85_g_1009909.html?offer=42538,"Prescription Diet i-d Digestive Care Влажный диетический корм для кошек, с лососем, 85 гр.",133,119.7,Hill's
1053531,https://4lapy.ru//catalog/koshki/korm-koshki/ownat-care-korm-dlya-vzroslyh-koshek-renal-s-kuricey-pak-1-5kg.html?offer=145773,"Adult Care Renal Сухой корм для взрослых кошек с хронической почечной недостаточностью, с курицей, 3 кг",2815,not_pomo_price,Ownat
1006501,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_pauch_dlya_kotyat_negnye_kusochki_yagnenok_i_govyadina_pak__100_g_1006501.html?offer=45582,"Kitten Влажный корм (пауч) для котят, с ягненком и говядиной в соусе, 100 гр.",68,57.8,Wellkiss
1000865,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Hypoallergenic_dieticheskiy_suhoy_korm_dlya_koshek_pri_allergii.html?offer=42574,"Hypoallergenic DR25 корм для кошек с пищевой аллергией, 2,5 кг",5217,not_pomo_price,Royal Canin
1003549,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Gastro_Intestinal_Moderate_Calorie_GIM35_dieticheskiy_suhoy_korm_dlya_koshek.html?offer=42584,"Gastro Intestinal Moderate Calorie GIM35 корм для кошек при нарушении пищеварения с умеренным содержанием энергии, 2 кг",3895,not_pomo_price,Royal Canin
1053562,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-sterilizovannyh-koshek-kurica-v-souse-s-celnymi-kusochkami-file-dlya-kontrolya-vesa.html?offer=145851,"Functional Nutrition Влажный корм (пауч) для контроля веса у стерилизованных кошек, курица в соусе с цельными кусочками филе, 85 гр.",68,not_pomo_price,Mealfeel
1053557,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-kotyat-kusochki-s-domashney-pticey-v-souse.html?offer=145841,"Functional Nutrition Влажный корм (пауч) для котят, кусочки с домашней птицей в соусе, 85 гр.",68,not_pomo_price,Mealfeel
1050590,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-kurica.html?offer=137908,Корм сухой для стерилизованных кошек курица,1259,not_pomo_price,Brit
1039533,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-vzroslyh-koshek-s-kuricey.html?offer=111436,"Cat Adult корм сухой для взрослых кошек с курицей, 10кг",7757,not_pomo_price,Monge
1053910,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-indor-s-kuricey-morkovyu-i-risom.html?offer=146682,"Indoor сухой корм для кошек с курицей, морковью и рисом, 1,5 кг",1449,not_pomo_price,UNICA
1009227,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_pauch_dlya_vzroslyh_koshek_negnye_kusochki_telyatina_i_ptitsa_v_souse_100_g_1009227.html?offer=45614,"Adult Влажный корм (пауч) для взрослых кошек, с телятиной и птицей в соусе, 100 гр.",68,57.8,Wellkiss
1035882,https://4lapy.ru//catalog/koshki/korm-koshki/pauchi-dlya-vzroslyh-koshek-novozelandskiy-yagnenok.html?offer=102790,"Cat Grill Pouch влажный корм для взрослых кошек, вкус новозеландский ягненок, 85г",113,not_pomo_price,Monge
1030037,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-atlanticheskiy-tunec.html?offer=85633,Консервы для кошек атлантический тунец,233,not_pomo_price,Monge
1016930,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Nutri_Savour_konservirovannyy_korm_dlya_koshek_s_YAgnenkom_pak__85g_1016930.html?offer=41604,"Adult влажный корм для взрослых кошек с ягненком, в желе, 85 г",87,not_pomo_price,Pro Plan ®
1054722,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnye-kusochki-s-yagnenkom-v-zhele.html?offer=148784,"Влажный корм (консервы) для кошек, нежные кусочки с ягненком в желе, 410 гр.",119,not_pomo_price,Wellkiss
1054669,https://4lapy.ru//catalog/koshki/korm-koshki/grandin-pauch-85g-dlya-kotyat-kusochki-s-kuritsey-v-souse.html?offer=148637,"Влажный корм (пауч) для котят, кусочки с курицей в соусе, 85 гр.",75,not_pomo_price,Grandin
1004756,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_KD_pauch_dlya_koshek_pri_zabolevaniyah_pochek_s_kuritsey_85_g_1004756.html?offer=42530,"Prescription Diet k-d Kidney Care Влажный диетический корм для кошек, с курицей, 85 гр.",129,116.1,Hill's
1054667,https://4lapy.ru//catalog/koshki/korm-koshki/grandin-pauch-85g-dlya-koshek-kusochki-s-govyadinoy-v-souse.html?offer=148633,"Влажный корм (пауч) для кошек, кусочки с говядиной в соусе, 85 гр.",75,not_pomo_price,Grandin
1030460,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-vzroslyh-koshek-s-lososem.html?offer=86462,"Superpremium adult cat salmon корм для взрослых кошек с лососем, 1.5кг",1775,not_pomo_price,Monge
1034310,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-urinari-s-o-moderator-kaloriy.html?offer=94819,"Urinary S/O корм для кошек при заболеваниях дистального отдела мочевыделительной системы, модератор калорий, 1,5 кг",2599,not_pomo_price,Royal Canin
1000713,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Indoor_27_suhoy_korm_dlya_domashnih_koshek.html?offer=45710,"Indoor 27 корм для домашних кошек c нормальным весом от 1 до 7 лет, 2 кг",2517,not_pomo_price,Royal Canin
1006500,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_pauch_dlya_kotyat_negnye_kusochki_indeyka_i_kuritsa_pak__100_g_1006500.html?offer=45580,"Kitten Влажный корм (пауч) для котят, с индейкой и курицей в соусе, 100 гр.",68,57.8,Wellkiss
1054720,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnye-kusochki-s-kuritsey-v-zhele.html?offer=148780,"Влажный корм (консервы) для кошек, нежные кусочки с курицей в желе, 410 гр.",119,not_pomo_price,Wellkiss
1007385,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_Metabolic_dieticheskiy_suhoy_korm_dlya_koshek_dlya_korrektsii_vesa.html?offer=42603,"Prescription Diet Metabolic Weight Management сухой корм для кошек, с курицей, 1,5кг",3065,not_pomo_price,Hill's
1054518,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-s-lososem1.html?offer=148178,"Adult Salmon Корм сухой для кошек, с лососем, 1,5 кг",929,not_pomo_price,Wellkiss
1038352,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-cat-d-ster-treska-forel-400g.html?offer=108462,"Sterilised сухой корм для взрослых кошек для стерилизованных с треской и форелью, 400 г",575,not_pomo_price,Pro Plan ®
1049540,https://4lapy.ru//catalog/koshki/korm-koshki/inaba-pauch-60g-dlya-koshek-tikhookeanskiy-paltus-s-tuntsom-bonito.html?offer=134586,Влажный корм для кошек Тунец Магуро и тунец Кацуо с палтусом 60 г,149,not_pomo_price,INABA CIAO
1006499,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_konservirovannyy_korm_dlya_koshek_negnye_kusochki_krolik_pak__100_g_1006499.html?offer=45584,"Adult Влажный корм для взрослых кошек, с кроликом в соусе, 100 гр.",68,57.8,Wellkiss
1055466,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-vzroslyh-koshek-tunec-s-kuricey-i-krevetkami-v-nezhnomzhele-85g.html?offer=151190,"Влажный корм для взрослых кошек, тунец с курицей и креветками в нежном желе, 85 гр.",159,not_pomo_price,Grandin
1051399,https://4lapy.ru//catalog/koshki/korm-koshki/premium-cat-sterilized-salmon-chicken-suhoy-korm-dlya-sterilizovannyh-koshek-s-lososem-i-kuricey-400g.html?offer=139534,"Premium Cat Sterilized Salmon&Chicken сухой корм для стерилизованных кошек с лососем и курицей, 2кг",1259,not_pomo_price,Brit
1037136,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_kuritsey.html?offer=104595,"Сухой корм Hills Science Plan для котят для здорового роста и развития, с курицей, 1,5 кг",1877,1313.9,Hill's
1053558,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslyh-koshek-losos-i-krevetki-v-souse-s-kusochkami-kurinogo-file.html?offer=145843,"Functional Nutrition Влажный корм (пауч) для взрослых кошек, лосось и креветки в соусе с кусочками куриного филе, 85 гр.",68,not_pomo_price,Mealfeel
1006426,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_pauch_dlya_kastrirovannyh_kotovkoshek_6_mes__6_let_s_lososem_85_g_1006426.html?offer=41686,"Science Plan Sterilised Cat влажный корм для кошек и котят от 6 месяцев, с лососем, 85г",109,not_pomo_price,Hill's
1000717,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Hair_Skin_33_suhoy_korm_dlya_koshek_dlya_zdorovya_shersti_i_kogi.html?offer=48615,"Hair and Skin Care 33 корм для взрослых кошек в целях поддержания здоровья кожи и шерсти, 2 кг",3115,not_pomo_price,Royal Canin
1051176,https://4lapy.ru//catalog/koshki/korm-koshki/inaba-kinnodashi-pauch-60g-d-koshek-miks-tuntsov-v-zhele.html?offer=138825,Влажный корм для кошек Тунец Магуро и тунец Кацуо 60 г,149,not_pomo_price,INABA CIAO
1052490,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-krolikom.html?offer=142899,"Корм для стерилизованных кошек с кроликом, 1,5 кг",869,not_pomo_price,DELICANA
1054723,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnye-kusochki-s-krolikom-v-souse.html?offer=148786,"Влажный корм (консервы) для кошек, нежные кусочки с кроликом в соусе, 410 гр.",119,not_pomo_price,Wellkiss
1008091,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_CD_dieticheskiy_suhoy_korm_dlya_koshek_Urinary_Stress_kuritsey_1008091.html?offer=45824,"Prescription Diet c-d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с курицей, 1,5 кг",2709,2438.1,Hill's
1009557,https://4lapy.ru//catalog/koshki/korm-koshki/Purina_Veterinary_Diets_UR_dieticheskiy_suhoy_korm_dlya_koshek_pri_MKB_s_okeanicheskoy_ryboy.html?offer=42555,"Veterinary Diets UR ST/OX Urinary сухой корм для взрослых кошек при болезнях нижних отделов мочевыводящих путей, с океанической рыбой, 1,5 кг",2569,not_pomo_price,Purina
1000385,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Renal_dieticheskiy_suhoy_korm_dlya_koshek_pri_pochechnoy_nedostatochnosti.html?offer=42564,"Renal RF23 корм для взрослых кошек с хронической почечной недостаточностью, 2 кг",3865,not_pomo_price,Royal Canin
1054476,https://4lapy.ru//catalog/koshki/korm-koshki/veterinary-diets-nf-advanced-care-vlazhnyy-korm-dlya-podderzhaniya-funktsii-pochek-na-pozdney-stadii-195g.html?offer=148045,"Veterinary Diets NF Renal Function Advanced care (Поздняя стадия) влажный корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, паштет, 195 г",299,not_pomo_price,Purina
1052488,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-indeykoy.html?offer=142897,"Корм для кошек с чувствительным пищеварением с индейкой, 1,5 кг",869,not_pomo_price,DELICANA
1056702,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-brusnikoy-v-souse-80g.html?offer=155228,"Влажный корм для кошек с чувствительным пищеварением, с ягненком и брусникой в соусе, 80 гр.",79,59.25,AlphaPet
1056497,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-sobak-vseh-porod-s-govyadinoy-i-morkovyu.html?offer=154537,"Adult Консервы для собак всех пород, с говядиной и морковью, 400 гр.",185,not_pomo_price,Aвва
1056498,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-shchenkov-vseh-porod-s-govyadinoy.html?offer=154539,"Puppy Консервы для щенков всех пород, с говядиной, 400 гр.",185,not_pomo_price,Aвва
1046314,https://4lapy.ru//catalog/koshki/korm-koshki/monge-cat-bwild-grain-free-pauch-iz-myasa-buyvola-s-ovoshchami-dlya-koshek-krupnyh-porod-85g.html?offer=127602,Cat BWild GRAIN FREE пауч из мяса буйвола с овощами для кошеккрупных пород 85г,115,not_pomo_price,Monge
1044483,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-kotyat-nezhnye-kusochki-s-cyplenkom-i-telyatinoy-v-souse.html?offer=123817,"Влажный корм для котят нежные кусочки с цыпленком и телятиной в соусе, 85гр",29,not_pomo_price,UnoCat
1009609,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_Sterilised_pauch_dlya_sterilizovannyh_koshek_s_forelyu_85_g_1009609.html?offer=41704,"Science Plan Sterilised Cat влажный корм для кошек и котят от 6 месяцев, с форелью, 85г",109,not_pomo_price,Hill's
1053742,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-indeykoy.html?offer=146239,"Сухой корм для стерилизованных кошек с уткой и индейкой, 1,5 кг",1499,1274.15,AlphaPet
1023787,https://4lapy.ru//catalog/koshki/korm-koshki/hills_suh_5kg_dlya_koshek_s_chuvstvitelnoy_kogey_i_geludkom_sensitivestomach_-_skin_1022815.html?offer=70056,"Science Plan Sensitive Stomach Skin сухой корм для кошек для здоровья кожи и пищеварения, с курицей, 1,5кг",2289,not_pomo_price,Hill's
1039285,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-domashnih-koshek-s-indeykoy.html?offer=110855,"Indoor Корм сухой для домашних кошек, с индейкой, 1.5 кг",1199,899.25,Wellkiss
1053570,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-indeykoy-i-morkovyu.html?offer=145867,"Functional Nutrition Sterilized Влажный корм (ламистер) для кошек, с индейкой и морковью, 100 гр.",69,not_pomo_price,Mealfeel
1051386,https://4lapy.ru//catalog/koshki/korm-koshki/premium-cat-adult-chicken-suhoy-korm-dlya-vzroslyh-koshek-s-kuricey-400g.html?offer=139519,"Premium Cat Adult Chicken сухой корм для взрослых кошек с курицей, 2кг",1089,not_pomo_price,Brit
1042275,https://4lapy.ru//catalog/koshki/korm-koshki/hills-suhoy-korm-dlya-sterilizovannyh-koshek-6mes-6let-s-utkoy-pak-300g.html?offer=117463,"Science Plan cухой корм для стерилизованных кошек в возрасте 6 месяцев - 6 лет, с уткой, 1,5кг",1975,not_pomo_price,Hill's
1053916,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-autdor-s-utkoy-risom-i-apelsinami.html?offer=146691,"Outdoor сухой корм для кошек с уткой, рисом и апельсинами, 1,5 кг",1589,not_pomo_price,UNICA
1007350,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_KD_pauch_dlya_koshek_pri_zabolevaniyah_pochek_s_lososem_85_g_1007350.html?offer=42985,"Prescription Diet k-d Kidney Care Влажный диетический корм для кошек, с лососем, 85 гр.",129,116.1,Hill's
1030041,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-tihookeanskiy-tunec-s-lososem.html?offer=85639,Консервы для кошек тихоокеанский тунец с лососем,233,not_pomo_price,Monge
1006497,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_konservirovannyy_korm_dlya_koshek_negnye_kusochki_yagnenok_i_govyadina_pak__100_g_1006497.html?offer=45562,"Adult Влажный корм для взрослых кошек, с ягненком и говядиной в соусе, 100 гр.",68,57.8,Wellkiss
1053571,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-tuncom.html?offer=145869,"Functional Nutrition Sterilized Влажный корм (ламистер) для кошек, с тунцом, 100 гр.",69,not_pomo_price,Mealfeel
1054718,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnye-kusochki-s-govyadinoy-v-zhele.html?offer=148776,"Влажный корм (консервы) для кошек, нежные кусочки с говядиной в желе, 410 гр.",119,not_pomo_price,Wellkiss
1000721,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Intense_Hairball_34_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti.html?offer=41909,"Hairball Care корм для взрослых кошек в целях профилактики образования волосяных комочков в ЖКТ, 400 г",685,not_pomo_price,Royal Canin
1049541,https://4lapy.ru//catalog/koshki/korm-koshki/inaba-pauch-60g-dlya-koshek-tunets-ryba-bonito-grebeshok.html?offer=134588,Влажный корм для кошек Тунец Магуро и тунец Кацуо со вкусом морскогогребешка 60 г,149,not_pomo_price,INABA CIAO
1053574,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-kotyat-nezhnye-kusochki-yagnenok-i-govyadina.html?offer=145833,"Kitten Влажный корм (пауч) для котят, с ягненком и говядиной в соусе, 85 гр.",59,not_pomo_price,Wellkiss
1054017,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-s-kuricey.html?offer=146986,"Kitten Development сухой корм для котят с курицей, 1,5 кг",995,not_pomo_price,UNICA
1042097,https://4lapy.ru//catalog/koshki/korm-koshki/bezzernovye-konservy-iz-kabana-s-ovoshchami-dlya-sterilizovannyh-koshek.html?offer=116872,беззерновые консервы из кабана с овощами для стерилизованных кошек,139,not_pomo_price,Monge
1053067,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslyh-koshek-nezhnye-kusochki-yagnenok-i-govyadina-v-souse.html?offer=144867,"Adult Влажный корм (пауч) для взрослых кошек, с ягненком и говядиной в соусе, 85 гр.",55,not_pomo_price,Wellkiss
1054947,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslyh-koshek-indeyka-v-souse-100g.html?offer=149572,"Holistic Влажный корм (консервы) для взрослых кошек, индейка в соусе, 100 гр.",85,not_pomo_price,Grandin
1019305,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Hepatic_HF26_Feline_korm_suhoy_dieticheskiy_suhoy_korm_dlya_koshek_pri_boleznyah_pecheni.html?offer=43391,"Hepatic HF26 корм для кошек при заболеваниях печени, 2 кг",4137,not_pomo_price,Royal Canin
1054945,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslyh-koshek-indeyka-v-zhele-100g.html?offer=149568,"Holistic Влажный корм (консервы) для взрослых кошек, индейка в желе, 100 гр.",85,not_pomo_price,Grandin
1005199,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_suhoy_korm_dlya_koshek_s_chuvstvitelnoy_kogey_so_vkusomososya_i_risa.html?offer=41895,"Elegant сухой корм для взрослых кошек для здоровья шерсти и кожи с лососем, 1,5 кг",1755,1491.75,Pro Plan ®
1027906,https://4lapy.ru//catalog/koshki/korm-koshki/monge-cat-monoprotein-myasnye-hlopya-dlya-koshek-iz-indeyki-80g.html?offer=81085,"Monoprotein консервы для кошек, с индейкой, 80 г",193,not_pomo_price,Monge
1056703,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-utkoy-i-klyukvoy-v-souse-80g.html?offer=155230,"Влажный корм для кошек с чувствительным пищеварением, с уткой и клюквой в соусе, 80 гр.",79,59.25,AlphaPet
1000716,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Fit_32_suhoy_korm_dlya_koshek_s_umerennoy_aktivnostyu.html?offer=45707,"Fit 32 корм для бывающих на улице кошек в возрасте от 1 до 7 лет, 2 кг",2289,not_pomo_price,Royal Canin
1050545,https://4lapy.ru//catalog/koshki/korm-koshki/premium-pauch-dlya-vzroslykh-sterilizovannykh-koshek-tsyplenok-v-souse.html?offer=137721,Premium пауч для взрослых стерилизованных кошек цыпленок в соусе,69,55.2,Brit
1003673,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_kuritsey.html?offer=42596,"Prescription Diet i-d Digestive Care Сухой диетический корм для кошек, с курицей, 1,5 кг",2987,not_pomo_price,Hill's
1053564,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslyh-koshek-s-chuvstvitelnym-pishchevareniem-kusochki-s-domashney-pticey-v-souse.html?offer=145855,"Functional Nutrition Влажный корм (пауч) для взрослых кошек с чувствительным пищеварением, кусочки с домашней птицей в соусе, 85 гр.",68,not_pomo_price,Mealfeel
1005923,https://4lapy.ru//catalog/koshki/korm-koshki/Brit_pauch_dlya_koshek_tunets_80_g_1005923.html?offer=41440,"Care Cat Pouch влажный корм для кошек, с тунцом, 80 г",159,not_pomo_price,Brit
1016928,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Nutri_Savour_konservirovannyy_korm_dlya_koshek_s_Indeykoy_pak__85g_1016928.html?offer=41602,"Adult влажный корм для взрослых кошек с индейкой, в желе, 85 г",87,not_pomo_price,Pro Plan ®
1049925,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-domashnih-koshek-s-tuncom-lososem-i-risom.html?offer=135832,"Корм сухой для взрослых домашних кошек с тунцом, лососем и рисом, 1 кг",689,not_pomo_price,UnoCat
1009226,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_pauch_dlya_vzroslyh_koshek_negnye_kusochki_utka_v_souse_100_g_1009226.html?offer=45616,"Adult Влажный корм (пауч) для взрослых кошек, с уткой в соусе, 100 гр.",68,57.8,Wellkiss
1030461,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-kotyat-s-forelyu.html?offer=86464,"Monoprotein Kitten Trout сухой корм для котят с форелью, 400г",565,not_pomo_price,Monge
1051253,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-kotyat-s-cyplenokom.html?offer=138981,"Delice Влажный корм (консервы) для котят, с цыпленком, 240 гр.",149,not_pomo_price,Wellkiss
1049923,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-sterilizovannyh-koshek-s-cyplenkom-lososem-i-risom.html?offer=135829,"Корм сухой для взрослых стерилизованных кошек с цыпленком, лососем и рисом, 1 г",729,not_pomo_price,UnoCat
1005921,https://4lapy.ru//catalog/koshki/korm-koshki/Brit_pauch_dlya_koshek_kuritsa_i_utka_80_g_1005921.html?offer=41436,"Care Cat Pouch влажный корм для кошек, с курицей и уткой, 80 г",159,not_pomo_price,Brit
1051383,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-kotyat-kurica.html?offer=139515,"Корм сухой для котят курица, 2кг",1085,not_pomo_price,Brit
